Date : 2022-06-13 17:35:45
Directory : c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend
Total : 204 files,  23740 codes, 276 comments, 1071 blanks, all 25087 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\frameworks\data-services\mongo\model\subscription.model.ts                                                                              |          1 |         48 |          1 |          4 |         53 |
| src\frameworks\data-services\mongo\model\users                                                                                              |          1 |         61 |          1 |          4 |         66 |
| src\libs                                                                                                                                    |          3 |         68 |          0 |          7 |         75 |
| src\libs\api-results                                                                                                                        |          1 |         31 |          0 |          3 |         34 |
| src\libs\middlewares                                                                                                                        |          1 |         25 |          0 |          2 |         27 |
| src\libs\middlewares\loggers                                                                                                                |          1 |         25 |          0 |          2 |         27 |
| src\operations                                                                                                                              |          4 |        292 |        134 |         60 |        486 |
| src\operations\cronTest                                                                                                                     |          3 |         58 |         90 |         34 |        182 |
| src\operations\hubGroups                                                                                                                    |          1 |        234 |         44 |         26 |        304 |
| src\services                                                                                                                                |         74 |      2,049 |         49 |        378 |      2,476 |
| src\services\uses-cases                                                                                                                     |         72 |      2,019 |         42 |        368 |      2,429 |
| src\services\uses-cases\callList                                                                                                            |          3 |         91 |          4 |         15 |        110 |
| src\services\uses-cases\card                                                                                                                |          3 |        133 |          4 |         19 |        156 |
| src\services\uses-cases\centralUnit                                                                                                         |         15 |        436 |          0 |         78 |        514 |
| src\services\uses-cases\contracts                                                                                                           |          6 |        172 |          0 |         29 |        201 |
| src\services\uses-cases\hardwares                                                                                                           |         18 |        408 |          0 |         84 |        492 |
| src\services\uses-cases\logger                                                                                                              |          3 |         44 |          0 |          9 |         53 |
| src\services\uses-cases\permissions                                                                                                         |          6 |        152 |          0 |         30 |        182 |
| src\services\uses-cases\pumps                                                                                                               |          3 |         68 |          0 |         14 |         82 |
| src\services\uses-cases\qrCode                                                                                                              |          3 |         79 |          4 |         18 |        101 |
| src\services\uses-cases\subscription                                                                                                        |          3 |        133 |          0 |         19 |        152 |
| src\services\uses-cases\user                                                                                                                |          3 |         73 |         23 |         16 |        112 |
| src\services\uses-cases\userNew                                                                                                             |          3 |        150 |          3 |         21 |        174 |
| src\services\uses-cases\usersetting                                                                                                         |          3 |         80 |          4 |         16 |        100 |
| test                                                                                                                                        |          2 |         29 |          0 |          6 |         35 |
+---------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                    | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\.eslintrc.js                                                                         | JavaScript         |         24 |          0 |          1 |         25 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\.prettierrc                                                                          | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\README.md                                                                            | Markdown           |         51 |          2 |         21 |         74 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\nest-cli.json                                                                        | JSON               |          4 |          0 |          1 |          5 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\package-lock.json                                                                    | JSON               |     17,104 |          0 |          1 |     17,105 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\package.json                                                                         | JSON               |         96 |          6 |          0 |        102 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\app.controller.spec.ts                                                           | TypeScript         |         18 |          0 |          5 |         23 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\app.controller.ts                                                                | TypeScript         |         11 |          1 |          3 |         15 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\app.module.ts                                                                    | TypeScript         |        132 |          3 |          6 |        141 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\app.service.ts                                                                   | TypeScript         |          7 |          0 |          2 |          9 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\callList.controller.ts                                               | TypeScript         |         63 |          0 |          8 |         71 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\card.controller.ts                                                   | TypeScript         |         56 |          0 |         10 |         66 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\centralUnit\centralUnit.controller.ts                                | TypeScript         |         66 |          0 |          8 |         74 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\centralUnit\hubGroups.controller.ts                                  | TypeScript         |         69 |          0 |          8 |         77 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\centralUnit\khas.controller.ts                                       | TypeScript         |         73 |          0 |         11 |         84 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\centralUnit\pumpKhas.controller.ts                                   | TypeScript         |         61 |          0 |          9 |         70 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\centralUnit\valveCard.controller.ts                                  | TypeScript         |         65 |          0 |          8 |         73 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\contracts\contractType.controller.ts                                 | TypeScript         |         67 |          0 |          8 |         75 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\contracts\userContract.controller.ts                                 | TypeScript         |         72 |          0 |         10 |         82 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\deviceTypes.controller.ts                                  | TypeScript         |         66 |          0 |          7 |         73 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\devices.controller.ts                                      | TypeScript         |         62 |          0 |          7 |         69 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\hardwares.controller.ts                                    | TypeScript         |         61 |          0 |          8 |         69 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\irrigationTypes.controller.ts                              | TypeScript         |         68 |          0 |          8 |         76 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\modem.controller.ts                                        | TypeScript         |         61 |          0 |          9 |         70 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\hardwares\simCard.controller.ts                                      | TypeScript         |         61 |          4 |          9 |         74 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\index.ts                                                             | TypeScript         |         23 |          7 |          8 |         38 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\permission\permission.controller.ts                                  | TypeScript         |         64 |          0 |          7 |         71 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\permission\permissionGroup.controller.ts                             | TypeScript         |         68 |          0 |          7 |         75 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\pumps\pumps.controller.ts                                            | TypeScript         |         61 |          0 |          7 |         68 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\qrCode.controller.ts                                                 | TypeScript         |         56 |          0 |          6 |         62 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\subscription\subscription.controller.ts                              | TypeScript         |         88 |          0 |         12 |        100 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\user.controller.ts                                                   | TypeScript         |         63 |          9 |         10 |         82 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\userNew\usernew.controller.ts                                        | TypeScript         |         98 |          0 |         14 |        112 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\controllers\userSetting.controller.ts                                            | TypeScript         |         59 |          1 |          8 |         68 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\abstracts\data-services.abstract.ts                                         | TypeScript         |         53 |          0 |          3 |         56 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\abstracts\generic-repository.abstract.ts                                    | TypeScript         |          7 |          0 |          5 |         12 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\abstracts\index.ts                                                          | TypeScript         |          2 |          0 |          0 |          2 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\callList.dto.ts                                                        | TypeScript         |         52 |          0 |          2 |         54 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\card.dto.ts                                                            | TypeScript         |         73 |          0 |          3 |         76 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\centralUnit\centralUnit.dto.ts                                         | TypeScript         |         47 |          0 |         19 |         66 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\centralUnit\hubGroups.dto.ts                                           | TypeScript         |         49 |          0 |         13 |         62 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\centralUnit\khas.dto.ts                                                | TypeScript         |         73 |          2 |          5 |         80 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\centralUnit\pumps-khas.dto.ts                                          | TypeScript         |         12 |          0 |          3 |         15 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\centralUnit\valveCard.dto.ts                                           | TypeScript         |         74 |          0 |          5 |         79 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\contracts\contractType.dto.ts                                          | TypeScript         |         38 |          0 |          3 |         41 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\contracts\user-contract.dto.ts                                         | TypeScript         |         15 |          0 |          3 |         18 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\device-types.dto.ts                                          | TypeScript         |         14 |          0 |          3 |         17 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\devices.dto.ts                                               | TypeScript         |         18 |          0 |          3 |         21 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\hardwares.dto.ts                                             | TypeScript         |         19 |          0 |          3 |         22 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\irrigation-types.dto.ts                                      | TypeScript         |         21 |          0 |          3 |         24 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\modem.dto.ts                                                 | TypeScript         |         13 |          0 |          4 |         17 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\hardwares\simcards.dto.ts                                              | TypeScript         |         17 |          0 |          3 |         20 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\index.ts                                                               | TypeScript         |         23 |          7 |          8 |         38 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\logger\logger.dto.ts                                                   | TypeScript         |          9 |          0 |          2 |         11 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\permissions\permission.dto.ts                                          | TypeScript         |         14 |          0 |          3 |         17 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\permissions\permissions-groups.dto.ts                                  | TypeScript         |         23 |          0 |          3 |         26 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\pumps\pumps.dto.ts                                                     | TypeScript         |         32 |          0 |          3 |         35 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\qrCode.dto.ts                                                          | TypeScript         |         32 |          0 |          3 |         35 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\subscription\subscription.dto.ts                                       | TypeScript         |         47 |          0 |          3 |         50 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\user.dto.ts                                                            | TypeScript         |         62 |          4 |         15 |         81 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\users\users-new.dto.ts                                                 | TypeScript         |         61 |          0 |          2 |         63 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\dtos\usersetting.dto.ts                                                     | TypeScript         |         31 |          0 |          2 |         33 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\callList.model.ts                                                  | TypeScript         |         15 |          0 |          1 |         16 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\card.model.ts                                                      | TypeScript         |         22 |          0 |          1 |         23 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\centralUnit\centralUnit.model.ts                                   | TypeScript         |         11 |          0 |         11 |         22 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\centralUnit\hubGroups.model.ts                                     | TypeScript         |         10 |          0 |          8 |         18 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\centralUnit\khas.model.ts                                          | TypeScript         |         18 |          3 |         15 |         36 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\centralUnit\pumps-khas.model.ts                                    | TypeScript         |          5 |          0 |          3 |          8 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\centralUnit\valveCard.model.ts                                     | TypeScript         |         18 |          0 |         13 |         31 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\contracts\contractType.model.ts                                    | TypeScript         |         16 |          0 |          2 |         18 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\contracts\user-contract.model.ts                                   | TypeScript         |          8 |          0 |          2 |         10 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\device-types.models.ts                                   | TypeScript         |          6 |          0 |          1 |          7 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\devices.model.ts                                         | TypeScript         |          8 |          0 |          1 |          9 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\hardwares.models.ts                                      | TypeScript         |          8 |          0 |          1 |          9 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\irrigation-types.model.ts                                | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\modem.models.ts                                          | TypeScript         |          6 |          0 |          4 |         10 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\hardwares\simcards.models.ts                                       | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\index.ts                                                           | TypeScript         |         24 |          8 |          9 |         41 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\logger\logger.models.ts                                            | TypeScript         |          9 |          0 |          1 |         10 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\permissions\permission-groups.models.ts                            | TypeScript         |          9 |          0 |          2 |         11 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\permissions\permission.model.ts                                    | TypeScript         |          6 |          0 |          1 |          7 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\pumps\pumps.models.ts                                              | TypeScript         |         15 |          0 |          2 |         17 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\qrCode.model.ts                                                    | TypeScript         |          9 |          0 |          1 |         10 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\subscription\subscription.models.ts                                | TypeScript         |         23 |          0 |          3 |         26 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\user.model.ts                                                      | TypeScript         |         14 |          6 |          3 |         23 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\users\users-new.models.ts                                          | TypeScript         |         30 |          0 |          5 |         35 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\entities\usersetting.model.ts                                               | TypeScript         |          8 |          0 |          1 |          9 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\core\index.ts                                                                    | TypeScript         |          2 |          0 |          0 |          2 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\environment\environment.ts                                                       | TypeScript         |         41 |          0 |          3 |         44 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\environment\index.ts                                                             | TypeScript         |          1 |          0 |          1 |          2 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\callList.model.ts                           | TypeScript         |         32 |          0 |          4 |         36 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\card.model.ts                               | TypeScript         |         46 |          0 |          4 |         50 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\centralUnit\centralUnit.models.ts           | TypeScript         |         24 |          1 |          5 |         30 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\centralUnit\hubGroups.model.ts              | TypeScript         |         22 |          1 |          7 |         30 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\centralUnit\khas.model.ts                   | TypeScript         |         37 |          2 |          4 |         43 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\centralUnit\pumps-khas.model.ts             | TypeScript         |         12 |          1 |          6 |         19 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\centralUnit\valveCard.model.ts              | TypeScript         |         38 |          1 |          9 |         48 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\contracts\contractTypes.models.ts           | TypeScript         |         34 |          0 |          4 |         38 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\contracts\user-contract-model.ts            | TypeScript         |         16 |          1 |          4 |         21 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\device-types.models.ts            | TypeScript         |         15 |          1 |          4 |         20 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\devices.models.ts                 | TypeScript         |         19 |          1 |          4 |         24 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\hardwares.models.ts               | TypeScript         |         19 |          1 |          4 |         24 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\irrigation-types.model.ts         | TypeScript         |         19 |          1 |          4 |         24 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\modem.models.ts                   | TypeScript         |         14 |          1 |          4 |         19 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\hardwares\simcards.model.ts                 | TypeScript         |         17 |          1 |          4 |         22 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\index.ts                                    | TypeScript         |         24 |          8 |          9 |         41 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\logger\logger.model.ts                      | TypeScript         |         20 |          1 |          4 |         25 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\permissions\permission-groups.model.ts      | TypeScript         |         21 |          1 |          4 |         26 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\permissions\permission.model.ts             | TypeScript         |         15 |          1 |          4 |         20 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\pumps\pumps.model.ts                        | TypeScript         |         33 |          1 |          4 |         38 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\qrCode.model.ts                             | TypeScript         |         20 |          0 |          4 |         24 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\subscription.model.ts\subscription.model.ts | TypeScript         |         48 |          1 |          4 |         53 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\user.model.ts                               | TypeScript         |         30 |          0 |         15 |         45 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\users\user-new.model.ts                     | TypeScript         |         61 |          1 |          4 |         66 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\model\usersetting.model.ts                        | TypeScript         |         18 |          0 |          3 |         21 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\mongo-data-services.module.ts                     | TypeScript         |         94 |          0 |          3 |         97 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\mongo-data-services.ts                            | TypeScript         |        191 |          0 |          4 |        195 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\frameworks\data-services\mongo\mongo-generic-repository.ts                       | TypeScript         |         26 |          0 |          7 |         33 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\libs\all-exception.filters.ts                                                    | TypeScript         |         12 |          0 |          2 |         14 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\libs\api-results\standart-results.ts                                             | TypeScript         |         31 |          0 |          3 |         34 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\libs\middlewares\loggers\logger.middleware.ts                                    | TypeScript         |         25 |          0 |          2 |         27 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\main.ts                                                                          | TypeScript         |         22 |          1 |          4 |         27 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\operations\cronTest\cronTest.ts                                                  | TypeScript         |         11 |          0 |          3 |         14 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\operations\cronTest\dynamicCron.ts                                               | TypeScript         |         24 |         88 |         25 |        137 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\operations\cronTest\testFunc.ts                                                  | TypeScript         |         23 |          2 |          6 |         31 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\operations\hubGroups\hubControl.ts                                               | TypeScript         |        234 |         44 |         26 |        304 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\services\data-services.module.ts                                                 | TypeScript         |          7 |          0 |          2 |          9 |
| c:\Users\Dodo\Desktop\Projeler\smartmoles-nest-backend\src\services\index.ts                                                                | TypeScript         |         23 |          7 |          8 |         38 |
